cart_dose,sp_value,response,t9,t12,t15,t18,t21,t_final_30
0.04,0.74762,NR,145.902,251.5903,427.90252,710.69505,1136.3683,3141.6224
0.04,0.75774,NR,145.6414,250.91042,426.38044,707.66528,1131.0217,3130.1818
0.04,0.76786,NR,145.38063,250.22988,424.85696,704.6302,1125.6603,3118.615
0.04,0.77798,NR,145.1198,249.54895,423.33234,701.5902,1120.2837,3106.9188
0.04,0.7881,NR,144.85898,248.86783,421.80631,698.54563,1114.8923,3095.0893
0.04,0.79821,NR,144.59768,248.18596,420.27809,695.49601,1109.4852,3083.1215
0.04,0.80833,NR,144.33612,247.50332,418.74823,692.44122,1104.0628,3071.0181
0.04,0.81845,NR,144.07435,246.82006,417.21679,689.38108,1098.6247,3058.7759
0.04,0.82857,NR,143.8124,246.13622,415.68379,686.31562,1093.1709,3046.3919
0.04,0.83869,NR,143.55026,245.45178,414.14913,683.2447,1087.7007,3033.8627
0.04,0.84881,NR,143.28786,244.76673,412.61241,680.16819,1082.2141,3021.1854
0.04,0.85893,NR,143.02498,244.08083,411.07336,677.08578,1076.7103,3008.3562
0.04,0.86905,NR,142.76165,243.39382,409.53191,673.99714,1071.1888,2995.3715
0.04,0.87917,NR,142.49783,242.70564,407.98781,670.90159,1065.6488,2982.2269
0.04,0.88929,NR,142.23341,242.01612,406.44071,667.79841,1060.089,2968.9208
0.04,0.8994,NR,141.96829,241.325,404.89013,664.68678,1054.5082,2955.4404
0.04,0.90952,NR,141.70229,240.63193,403.33538,661.56554,1048.9043,2941.7834
0.04,0.91964,NR,141.43512,239.93634,401.77542,658.43292,1043.2745,2927.9416
0.04,0.92976,NR,141.16641,239.23744,400.20877,655.28638,1037.6146,2913.9032
0.04,0.93988,NR,140.89552,238.53393,398.63301,652.12179,1031.9181,2899.6522
0.04,0.95,NR,140.6214,237.82363,397.04416,648.9323,1026.1739,2885.1628
0.05,0.1,PR,63.3894,47.7871,36.2659,27.5899,21.0108,9.3052
0.05,0.11012,PR,62.8446,47.3047,35.8859,27.2984,20.7886,9.2071
0.05,0.12024,PR,62.3391,46.8492,35.5256,27.0217,20.5777,9.1139
0.05,0.13036,PR,61.8768,46.423,35.1869,26.7613,20.379,9.0262
0.05,0.14048,PR,61.4618,46.029,34.8718,26.5186,20.1939,8.9443
0.05,0.1506,PR,61.0989,45.67,34.5824,26.2953,20.0234,8.869
0.05,0.16071,PR,60.7932,45.3495,34.321,26.0931,19.8689,8.8007
0.05,0.17083,PR,60.5507,45.071,34.0905,25.914,19.7319,8.7401
0.05,0.18095,PR,60.3783,44.839,33.8937,25.7603,19.6142,8.688
0.05,0.19107,PR,60.2843,44.6583,33.7342,25.6346,19.5176,8.6453
0.05,0.20119,PR,60.2784,44.5349,33.6162,25.5399,19.4447,8.6129
0.05,0.21131,PR,60.3721,44.4757,33.5445,25.48,19.398,8.5922
0.05,0.22143,PR,60.58,44.4892,33.5251,25.4593,19.381,8.5845
0.05,0.23155,PR,60.9197,44.5859,33.5654,25.4832,19.3978,8.5917
0.05,0.24167,PR,61.4136,44.7789,33.6744,25.5584,19.4535,8.616
0.05,0.25179,PR,62.0902,45.0848,33.8637,25.6935,19.5544,8.6604
0.05,0.2619,PR,62.9865,45.5248,34.1481,25.8994,19.709,8.7283
0.05,0.27202,PR,64.1517,46.1273,34.5468,26.1905,19.9279,8.8245
0.05,0.28214,PR,65.6521,46.9297,35.0858,26.5858,20.2256,8.9555
0.05,0.29226,PR,67.5795,47.9837,35.8003,27.1111,20.6215,9.1297
0.05,0.30238,PR,70.0637,49.3614,36.7389,27.8024,21.1427,9.359
0.05,0.3125,PR,73.2909,51.1646,37.9701,28.7097,21.8268,9.66
0.05,0.32262,PR,77.5223,53.5333,39.5861,29.9001,22.7242,10.0547
0.05,0.33274,PR,83.0336,56.6037,41.6713,31.4338,23.8799,10.5627
0.05,0.34286,PR,89.009,59.8382,43.8318,33.0144,25.069,11.0851
0.05,0.35298,PR,93.1718,61.861,45.1076,33.9303,25.7542,11.3854
0.05,0.3631,PR,96.2491,63.1549,45.8518,34.4468,26.1369,11.5525
0.05,0.37321,PR,99.0056,64.196,46.4001,34.8139,26.4058,11.6694
0.05,0.38333,PR,101.7547,65.17473,46.88436,35.12893,26.63452,11.7685
0.05,0.39345,PR,104.6648,66.19102,47.37105,35.44048,26.85947,11.8658
0.05,0.40357,PR,107.8532,67.31404,47.90343,35.77952,27.10385,11.9714
0.05,0.41369,PR,111.4153,68.60376,48.51651,36.17047,27.38576,12.0932
0.05,0.42381,PR,115.4322,70.12205,49.24404,36.63625,27.72207,12.2386
0.05,0.43393,PR,119.9629,71.94032,50.12296,37.20134,28.13065,12.4153
0.05,0.44405,PR,125.0189,74.14824,51.1977,37.89462,28.63245,12.6324
0.05,0.45417,PR,130.5135,76.86545,52.52574,38.75284,29.25398,12.9013
0.05,0.46429,PR,136.186,80.26067,54.18619,39.82592,30.03108,13.2374
0.05,0.4744,PR,141.5454,84.58569,56.29474,41.18595,31.01529,13.663
0.05,0.48452,PR,145.9429,90.23849,59.03094,42.94349,32.28533,14.2116
0.05,0.49464,PR,148.8668,97.89035,62.69172,45.27869,33.96873,14.938
0.05,0.50476,PR,150.2982,108.7661,67.80777,48.50741,36.28757,15.9366
0.05,0.51488,PR,150.7262,125.3456,75.43725,53.24367,39.6693,17.389
0.05,0.525,PR,150.7459,153.3609,88.07734,60.88659,45.07432,19.6997
0.05,0.53512,PR,150.6703,206.1448,113.6192,75.63015,55.31606,24.0414
0.05,0.54524,PR,150.5646,258.0075,200.8231,121.0923,85.43586,36.5288
0.05,0.55536,NR,150.44035,259.97073,440.18506,728.8139,1165.4095,3213.1748
0.05,0.56548,NR,150.29829,260.3186,442.85035,736.81877,1181.5835,3246.0692
0.05,0.5756,NR,150.13548,260.48068,444.03389,739.80775,1186.8812,3254.1666
0.05,0.58571,NR,149.94603,260.56527,444.82063,741.64167,1189.8573,3257.5119
0.05,0.59583,NR,149.72709,260.59752,445.51229,743.22057,1192.3043,3259.7077
0.05,0.60595,NR,149.48834,260.53288,446.27437,745.14169,1195.4354,3263.1905
0.05,0.61607,NR,149.24121,260.18005,446.84018,747.9522,1201.5172,3274.7499
0.05,0.62619,NR,148.98882,259.58744,445.74405,746.12951,1198.5378,3268.4924
0.05,0.63631,NR,148.73427,258.94515,444.34007,743.35367,1193.6779,3258.8729
0.05,0.64643,NR,148.4783,258.28858,442.88376,740.46656,1188.631,3248.9013
0.05,0.65655,NR,148.22142,257.62528,441.40601,737.53769,1183.5114,3238.7417
0.05,0.66667,NR,147.96391,256.9581,439.91748,734.58551,1178.349,3228.4322
0.05,0.67679,NR,147.70593,256.28838,438.42173,731.61843,1173.1566,3217.9924
0.05,0.6869,NR,147.4475,255.6169,436.92076,728.64021,1167.9399,3207.4293
0.05,0.69702,NR,147.1887,254.94401,435.41615,725.65291,1162.7019,3196.7387
0.05,0.70714,NR,146.92962,254.26943,433.90836,722.65723,1157.4448,3185.9257
0.05,0.71726,NR,146.67035,253.59408,432.39714,719.65531,1152.1701,3174.996
0.05,0.72738,NR,146.41091,252.91796,430.88458,716.64674,1146.8784,3163.9368
0.05,0.7375,NR,146.15106,252.24067,429.36868,713.63225,1141.5699,3152.7584
0.05,0.74762,NR,145.89099,251.56265,427.85164,710.61147,1136.245,3141.4521
0.05,0.75774,NR,145.63079,250.88427,426.33206,707.58596,1130.9046,3130.0173
0.05,0.76786,NR,145.3705,250.20475,424.81071,704.55441,1125.5484,3118.4577
0.05,0.77798,NR,145.10987,249.52495,423.28821,701.51763,1120.1765,3106.7666
0.05,0.7881,NR,144.849,248.84463,421.76335,698.47616,1114.7892,3094.9379
0.05,0.79821,NR,144.58796,248.16332,420.23672,695.42898,1109.3861,3082.977
0.05,0.80833,NR,144.32681,247.48146,418.70872,692.37632,1103.9672,3070.8802
0.05,0.81845,NR,144.06546,246.79925,417.17905,689.31846,1098.5324,3058.6438
0.05,0.82857,NR,143.80371,246.11625,415.64706,686.25541,1093.0814,3046.2632
0.05,0.83869,NR,143.54164,245.43228,414.11307,683.18655,1087.614,3033.734
0.05,0.84881,NR,143.27928,244.74752,412.5772,680.11168,1082.1298,3021.0576
0.05,0.85893,NR,143.01658,244.06181,411.03908,677.03024,1076.6277,3008.229
0.05,0.86905,NR,142.75357,243.37526,409.49865,673.94238,1071.1077,2995.2451
0.05,0.87917,NR,142.48993,242.68764,407.95523,670.84768,1065.569,2982.1014
0.05,0.88929,NR,142.22562,241.99846,406.40862,667.74549,1060.0104,2968.7931
0.05,0.8994,NR,141.96057,241.30758,404.85842,664.63477,1054.4305,2955.3145
0.05,0.90952,NR,141.6946,240.61467,403.30393,661.5141,1048.8273,2941.6586
0.05,0.91964,NR,141.42748,239.9192,401.74419,658.38188,1043.1979,2927.8197
0.05,0.92976,NR,141.1588,239.22036,400.17768,655.23548,1037.5382,2913.779
0.05,0.93988,NR,140.88795,238.51687,398.60198,652.07078,1031.8413,2899.525
0.05,0.95,NR,140.61384,237.80655,397.01299,648.88084,1026.0963,2885.0316
0.06,0.1,PR,62.4385,47.0757,35.7286,27.1822,20.701,9.1685
0.06,0.11012,PR,61.8282,46.5469,35.314,26.8646,20.4589,9.0616
0.06,0.12024,PR,61.2413,46.0336,34.9107,26.5554,20.2233,8.9575
0.06,0.13036,PR,60.6796,45.5369,34.5195,26.2553,19.9945,8.8565
0.06,0.14048,PR,60.145,45.0582,34.1414,25.965,19.7732,8.7587
0.06,0.1506,PR,59.6394,44.5985,33.7771,25.6852,19.5597,8.6644
0.06,0.16071,PR,59.165,44.1594,33.4278,25.4164,19.3547,8.5738
0.06,0.17083,PR,58.7242,43.7421,33.0943,25.1596,19.1587,8.4871
0.06,0.18095,PR,58.3193,43.3482,32.7777,24.9155,18.9723,8.4048
0.06,0.19107,PR,57.9534,42.9794,32.4791,24.6848,18.7962,8.3269
0.06,0.20119,PR,57.6295,42.6374,32.1999,24.4687,18.631,8.2538
0.06,0.21131,PR,57.3513,42.3242,31.9414,24.2681,18.4775,8.1859
0.06,0.22143,PR,57.1228,42.0422,31.7052,24.0841,18.3366,8.1236
0.06,0.23155,PR,56.9488,41.794,31.4931,23.918,18.2094,8.0672
0.06,0.24167,PR,56.8348,41.5825,31.3071,23.7714,18.0968,8.0174
0.06,0.25179,PR,56.7872,41.4113,31.1495,23.6461,18.0003,7.9746
0.06,0.2619,PR,56.8139,41.2845,31.0231,23.544,17.9214,7.9395
0.06,0.27202,PR,56.9238,41.2069,30.9313,23.4675,17.8619,7.913
0.06,0.28214,PR,57.1283,41.1845,30.878,23.4196,17.824,7.896
0.06,0.29226,PR,57.4409,41.2244,30.8679,23.4037,17.8102,7.8897
0.06,0.30238,PR,57.8785,41.3354,30.9068,23.424,17.8238,7.8954
0.06,0.3125,PR,58.4622,41.5283,31.002,23.4859,17.8688,7.915
0.06,0.32262,PR,59.2186,41.8168,31.1624,23.5959,17.95,7.9505
0.06,0.33274,PR,60.1823,42.2184,31.3995,23.7623,18.0738,8.0047
0.06,0.34286,PR,61.3984,42.7556,31.7278,23.9956,18.248,8.0811
0.06,0.35298,PR,62.9268,43.4579,32.1665,24.3098,18.4831,8.1844
0.06,0.3631,PR,64.8483,44.3648,32.7408,24.723,18.7926,8.3203
0.06,0.37321,PR,67.2735,45.529,33.484,25.2591,19.1945,8.4969
0.06,0.38333,PR,70.351,47.0195,34.4387,25.9486,19.7115,8.7241
0.06,0.39345,PR,74.2629,48.9156,35.6518,26.8243,20.3681,9.0124
0.06,0.40357,PR,79.0521,51.2085,37.106,27.8708,21.152,9.3565
0.06,0.41369,PR,83.6125,53.2581,38.3571,28.7592,21.8148,9.647
0.06,0.42381,PR,86.8776,54.5033,39.035,29.2198,22.1539,9.7949
0.06,0.43393,PR,89.4403,55.3029,39.3929,29.441,22.3119,9.863
0.06,0.44405,PR,91.7423,55.9095,39.6042,29.5508,22.3851,9.8936
0.06,0.45417,PR,93.9891,56.4379,39.7459,29.6057,22.4161,9.9057
0.06,0.46429,PR,96.2932,56.9489,39.8574,29.6343,22.4264,9.9084
0.06,0.4744,PR,98.727,57.4804,39.9624,29.6533,22.4285,9.9074
0.06,0.48452,PR,101.3431,58.06006,40.07625,29.67353,22.43039,9.9061
0.06,0.49464,PR,104.182,58.71061,40.21075,29.70265,22.43769,9.907
0.06,0.50476,PR,107.2771,59.45397,40.37619,29.74721,22.45509,9.9121
0.06,0.51488,PR,110.657,60.3151,40.5836,29.81401,22.48743,9.9235
0.06,0.525,PR,114.3454,61.32573,40.84673,29.91137,22.54062,9.9437
0.06,0.53512,PR,118.3549,62.52734,41.18327,30.04991,22.62215,9.9759
0.06,0.54524,PR,122.672,63.9742,41.61571,30.24289,22.74133,10.0242
0.06,0.55536,PR,127.2359,65.73711,42.17252,30.50676,22.90961,10.0933
0.06,0.56548,PR,131.9145,67.91088,42.89063,30.86237,23.14137,10.1894
0.06,0.5756,PR,136.4864,70.62595,43.81926,31.33689,23.4552,10.3205
0.06,0.58571,PR,140.6498,74.06975,45.02768,31.9678,23.87651,10.4971
0.06,0.59583,PR,144.0756,78.52286,46.61708,32.80879,24.44138,10.7344
0.06,0.60595,PR,146.5083,84.41207,48.7368,33.93651,25.20061,11.0537
0.06,0.61607,PR,147.904,92.46585,51.63972,35.479,26.23849,11.49
0.06,0.62619,PR,148.4633,103.978,55.7683,37.65322,27.69566,12.1013
0.06,0.63631,PR,148.5308,121.466,61.98772,40.8683,29.83258,12.9943
0.06,0.64643,PR,148.3914,150.2598,72.27409,46.0164,33.20313,14.3929
0.06,0.65655,PR,148.1704,200.0995,92.44656,55.56303,39.28114,16.8813
0.06,0.66667,PR,147.9264,252.0112,151.0824,80.51364,54.18829,22.7921
0.06,0.67679,NR,147.67649,256.06575,434.34,708.35614,1102.6449,762.5128
0.06,0.6869,NR,147.42516,255.50558,436.62406,728.07846,1167.0641,3206.171
0.06,0.69702,NR,147.16788,254.85818,435.21848,725.30643,1162.1768,3196.0091
0.06,0.70714,NR,146.9101,254.19782,433.75438,722.3932,1157.0482,3185.3767
0.06,0.71726,NR,146.6521,253.53191,432.26903,719.43813,1151.8458,3174.5493
0.06,0.72738,NR,146.39376,252.8625,430.77361,716.46055,1146.601,3163.5522
0.06,0.7375,NR,146.13499,252.19049,429.27056,713.46815,1141.3263,3152.4239
0.06,0.74762,NR,145.87583,251.51716,427.76315,710.4649,1136.0272,3141.1458
0.06,0.75774,NR,145.61638,250.84181,426.25123,707.45201,1130.7065,3129.7426
0.06,0.76786,NR,145.3567,250.16593,424.73678,704.43183,1125.3667,3118.1993
0.06,0.77798,NR,145.09666,249.48818,423.21858,701.4038,1120.0078,3106.5246
0.06,0.7881,NR,144.83636,248.80995,421.69857,698.36895,1114.6309,3094.7144
0.06,0.79821,NR,144.57576,248.13047,420.17538,695.32824,1109.2369,3082.7621
0.06,0.80833,NR,144.31487,247.45007,418.65053,692.28066,1103.8256,3070.6754
0.06,0.81845,NR,144.0537,246.76929,417.12329,689.22755,1098.3975,3058.4466
0.06,0.82857,NR,143.79223,246.08715,415.5935,686.16825,1092.9523,3046.0694
0.06,0.83869,NR,143.53049,245.40427,414.06211,683.10244,1087.4898,3033.5492
0.06,0.84881,NR,143.26847,244.72083,412.52811,680.03076,1082.01,3020.8811
0.06,0.85893,NR,143.00601,244.03596,410.99137,676.95271,1076.5122,3008.057
0.06,0.86905,NR,142.74307,243.35,409.45231,673.86737,1070.9961,2995.0749
0.06,0.87917,NR,142.47958,242.66312,407.9107,670.7748,1065.4606,2981.9343
0.06,0.88929,NR,142.21549,241.97473,406.36533,667.67472,1059.905,2968.6295
0.06,0.8994,NR,141.95072,241.28441,404.81621,664.56586,1054.3278,2955.1544
0.06,0.90952,NR,141.68501,240.5919,403.26264,661.44636,1048.7264,2941.4988
0.06,0.91964,NR,141.41801,239.89692,401.70393,658.31507,1043.0984,2927.6552
0.06,0.92976,NR,141.14934,239.19863,400.13787,655.16955,1037.4397,2913.6148
0.06,0.93988,NR,140.87841,238.49526,398.56218,652.00569,1031.7434,2899.3604
0.06,0.95,NR,140.60417,237.78481,396.97294,648.81589,1025.9981,2884.8656
0.07,0.1,PR,61.7083,46.5294,35.3159,26.8691,20.463,9.0635
0.07,0.11012,PR,61.0686,45.9805,34.8865,26.5403,20.2125,8.9528
0.07,0.12024,PR,60.4447,45.4416,34.4644,26.2169,19.966,8.844
0.07,0.13036,PR,59.8376,44.9136,34.05,25.8993,19.7239,8.7371
0.07,0.14048,PR,59.2484,44.3969,33.6437,25.5878,19.4865,8.6322
0.07,0.1506,PR,58.678,43.8923,33.2463,25.2828,19.254,8.5294
0.07,0.16071,PR,58.1275,43.4005,32.8579,24.9847,19.0266,8.429
0.07,0.17083,PR,57.598,42.9221,32.4792,24.6938,18.8048,8.3309
0.07,0.18095,PR,57.0908,42.4578,32.1107,24.4104,18.5886,8.2354
0.07,0.19107,PR,56.607,42.0083,31.7527,24.135,18.3784,8.1425
0.07,0.20119,PR,56.1483,41.5744,31.406,23.868,18.1746,8.0523
0.07,0.21131,PR,55.7158,41.1569,31.0709,23.6096,17.9773,7.9651
0.07,0.22143,PR,55.3115,40.7567,30.748,23.3604,17.787,7.8809
0.07,0.23155,PR,54.9371,40.3747,30.4381,23.1208,17.6039,7.7999
0.07,0.24167,PR,54.5946,40.0119,30.1418,22.8913,17.4285,7.7223
0.07,0.25179,PR,54.2863,39.6695,29.8597,22.6725,17.2611,7.6482
0.07,0.2619,PR,54.0148,39.3488,29.5928,22.4649,17.1022,7.5779
0.07,0.27202,PR,53.783,39.051,29.342,22.2691,16.9523,7.5115
0.07,0.28214,PR,53.5942,38.778,29.1082,22.0861,16.8119,7.4493
0.07,0.29226,PR,53.4525,38.5315,28.8928,21.9165,16.6817,7.3916
0.07,0.30238,PR,53.3621,38.3137,28.6969,21.7614,16.5625,7.3387
0.07,0.3125,PR,53.3284,38.1269,28.5222,21.622,16.455,7.291
0.07,0.32262,PR,53.3576,37.9742,28.3705,21.4994,16.3603,7.2489
0.07,0.33274,PR,53.457,37.8588,28.244,21.3953,16.2795,7.213
0.07,0.34286,PR,53.6354,37.7849,28.1452,21.3115,16.2139,7.1837
0.07,0.35298,PR,53.9033,37.7573,28.077,21.25,16.1653,7.1619
0.07,0.3631,PR,54.2737,37.7817,28.0431,21.2136,16.1354,7.1484
0.07,0.37321,PR,54.7624,37.8653,28.0478,21.2053,16.1266,7.1441
0.07,0.38333,PR,55.389,38.0168,28.0966,21.2288,16.1418,7.1504
0.07,0.39345,PR,56.1784,38.2471,28.196,21.2891,16.1845,7.1688
0.07,0.40357,PR,57.1618,38.5698,28.3543,21.3917,16.259,7.2012
0.07,0.41369,PR,58.3799,39.0023,28.5818,21.5441,16.3708,7.2499
0.07,0.42381,PR,59.8853,39.5666,28.8916,21.7555,16.5267,7.3181
0.07,0.43393,PR,61.7472,40.2914,29.3003,22.0374,16.7353,7.4093
0.07,0.44405,PR,64.0559,41.2128,29.8285,22.404,17.0072,7.5284
0.07,0.45417,PR,66.9243,42.374,30.4998,22.8714,17.3541,7.6803
0.07,0.46429,PR,70.4633,43.8102,31.33,23.4495,17.783,7.8681
0.07,0.4744,PR,74.5474,45.4321,32.2512,24.0866,18.2548,8.0745
0.07,0.48452,PR,78.214,46.7477,32.9399,24.5469,18.5921,8.2215
0.07,0.49464,PR,80.9524,47.5317,33.2603,24.7345,18.7234,8.2777
0.07,0.50476,PR,83.1537,48.0022,33.3616,24.7595,18.7318,8.2797
0.07,0.51488,PR,85.1059,48.3109,33.3447,24.6955,18.6728,8.252
0.07,0.525,PR,86.9527,48.5325,33.2584,24.5781,18.573,8.2063
0.07,0.53512,PR,88.771,48.7066,33.1281,24.4258,18.4462,8.1486
0.07,0.54524,PR,90.6089,48.8574,32.9691,24.2493,18.3007,8.0825
0.07,0.55536,PR,92.5048,49.0041,32.7926,24.0566,18.1423,8.0107
0.07,0.56548,PR,94.4967,49.1647,32.6089,23.8548,17.9761,7.9353
0.07,0.5756,PR,96.6241,49.3579,32.4277,23.6504,17.807,7.8585
0.07,0.58571,PR,98.9264,49.6025,32.2581,23.4492,17.6393,7.782
0.07,0.59583,PR,101.4413,49.91761,32.10867,23.25652,17.47662,7.7076
0.07,0.60595,PR,104.2046,50.32374,31.98793,23.07741,17.32259,7.6368
0.07,0.61607,PR,107.2484,50.84382,31.90465,22.91678,17.18059,7.5709
0.07,0.62619,PR,110.5986,51.50476,31.86856,22.77982,17.05412,7.5115
0.07,0.63631,PR,114.2671,52.33798,31.89033,22.67196,16.94675,7.4601
0.07,0.64643,PR,118.2471,53.38317,31.983,22.5996,16.86266,7.4183
0.07,0.65655,PR,122.5033,54.69263,32.16352,22.571,16.80717,7.3885
0.07,0.66667,PR,126.9538,56.33408,32.45321,22.59616,16.78664,7.3732
0.07,0.67679,PR,131.457,58.39918,32.88038,22.68811,16.80925,7.3757
0.07,0.6869,PR,135.8035,61.01542,33.4838,22.86434,16.88588,7.4005
0.07,0.69702,PR,139.7208,64.36605,34.31847,23.1492,17.03151,7.4536
0.07,0.70714,PR,142.9,68.72429,35.46547,23.57795,17.26759,7.5437
0.07,0.71726,PR,145.0527,74.51565,37.04982,24.20375,17.62607,7.6835
0.07,0.72738,PR,146.022,82.43869,39.27552,25.11137,18.15714,7.8929
0.07,0.7375,PR,146.046,93.71593,42.49988,26.44527,18.94481,8.205
0.07,0.74762,PR,145.8322,110.6615,47.41461,28.47622,20.1432,8.6796
0.07,0.75774,PR,145.5839,137.9898,55.55592,31.78197,22.07162,9.4384
0.07,0.76786,PR,145.3296,184.7158,71.17545,37.88193,25.53595,10.7817
0.07,0.77798,PR,145.0736,244.28,111.9631,52.68252,33.46649,13.7538
0.07,0.7881,PR,144.8177,248.7142,380.8234,156.6007,79.32707,28.6908
0.07,0.79821,NR,144.55866,248.06018,420.00793,695.03319,1108.7927,3082.128
0.07,0.80833,NR,144.29861,247.38905,418.51709,692.05445,1103.4877,3070.1896
0.07,0.81845,NR,144.03813,246.71445,417.0093,689.03674,1098.1132,3058.0318
0.07,0.82857,NR,143.77734,246.03728,415.49334,686.00054,1092.7028,3045.7094
0.07,0.83869,NR,143.51609,245.35829,413.97104,682.95172,1087.2655,3033.2183
0.07,0.84881,NR,143.25453,244.67762,412.44479,679.89273,1081.8047,3020.5763
0.07,0.85893,NR,142.9925,243.99535,410.91401,676.82483,1076.3222,3007.7706
0.07,0.86905,NR,142.72996,243.31202,409.38026,673.74784,1070.8184,2994.8073
0.07,0.87917,NR,142.46688,242.62675,407.84205,670.66273,1065.2933,2981.6819
0.07,0.88929,NR,142.20315,241.93995,406.30069,667.56786,1059.7461,2968.3834
0.07,0.8994,NR,141.93864,241.25133,404.75444,664.46405,1054.176,2954.9168
0.07,0.90952,NR,141.67317,240.56005,403.20341,661.3489,1048.5809,2941.2699
0.07,0.91964,NR,141.40644,239.86643,401.64694,658.22128,1042.9582,2927.4315
0.07,0.92976,NR,141.13802,239.16875,400.08242,655.07913,1037.3038,2913.397
0.07,0.93988,NR,140.86733,238.4661,398.50845,651.91724,1031.6108,2899.1501
0.07,0.95,NR,140.59316,237.75649,396.92055,648.72853,1025.8673,2884.6503
0.08,0.1,PR,61.1088,46.0808,34.977,26.612,20.2675,8.9772
0.08,0.11012,PR,60.455,45.5229,34.5411,26.2783,20.0133,8.8649
0.08,0.12024,PR,59.8129,44.9721,34.1102,25.9483,19.7619,8.7539
0.08,0.13036,PR,59.1832,44.4289,33.6848,25.6224,19.5135,8.6442
0.08,0.14048,PR,58.5664,43.8938,33.2651,25.3007,19.2683,8.5358
0.08,0.1506,PR,57.9631,43.367,32.8513,24.9835,19.0265,8.429
0.08,0.16071,PR,57.374,42.8491,32.4438,24.6709,18.7882,8.3237
0.08,0.17083,PR,56.7996,42.3403,32.0428,24.3632,18.5535,8.22
0.08,0.18095,PR,56.2406,41.841,31.6486,24.0605,18.3227,8.118
0.08,0.19107,PR,55.6977,41.3518,31.2615,23.7631,18.0959,8.0177
0.08,0.20119,PR,55.1716,40.8728,30.8816,23.4712,17.8731,7.9192
0.08,0.21131,PR,54.6631,40.4045,30.5094,23.1849,17.6546,7.8226
0.08,0.22143,PR,54.173,39.9473,30.145,22.9044,17.4406,7.7279
0.08,0.23155,PR,53.7022,39.5017,29.7887,22.6299,17.2311,7.6353
0.08,0.24167,PR,53.2516,39.0681,29.4408,22.3617,17.0263,7.5447
0.08,0.25179,PR,52.8222,38.6469,29.1017,22.1,16.8263,7.4562
0.08,0.2619,PR,52.4152,38.2387,28.7715,21.8449,16.6314,7.37
0.08,0.27202,PR,52.0318,37.844,28.4507,21.5967,16.4418,7.286
0.08,0.28214,PR,51.6733,37.4634,28.1396,21.3557,16.2575,7.2045
0.08,0.29226,PR,51.3413,37.0975,27.8386,21.1222,16.0788,7.1254
0.08,0.30238,PR,51.0376,36.7472,27.5481,20.8964,15.906,7.0488
0.08,0.3125,PR,50.764,36.4131,27.2686,20.6787,15.7393,6.975
0.08,0.32262,PR,50.5226,36.0961,27.0007,20.4694,15.579,6.9039
0.08,0.33274,PR,50.316,35.7974,26.7449,20.2691,15.4253,6.8358
0.08,0.34286,PR,50.1469,35.5179,26.5019,20.078,15.2787,6.7708
0.08,0.35298,PR,50.0186,35.2591,26.2724,19.8968,15.1394,6.709
0.08,0.3631,PR,49.9348,35.0225,26.0574,19.7262,15.0081,6.6507
0.08,0.37321,PR,49.8999,34.8096,25.8577,19.5666,14.8851,6.5961
0.08,0.38333,PR,49.9188,34.6227,25.6747,19.4191,14.7711,6.5455
0.08,0.39345,PR,49.9976,34.4639,25.5095,19.2844,14.6668,6.4991
0.08,0.40357,PR,50.1433,34.3361,25.3638,19.1637,14.573,6.4572
0.08,0.41369,PR,50.364,34.2425,25.2394,19.0583,14.4905,6.4204
0.08,0.42381,PR,50.6701,34.187,25.1385,18.9696,14.4206,6.3891
0.08,0.43393,PR,51.0734,34.1742,25.0637,18.8995,14.3645,6.3639
0.08,0.44405,PR,51.5888,34.2097,25.0181,18.85,14.3238,6.3455
0.08,0.45417,PR,52.2345,34.3003,25.0054,18.8237,14.3005,6.3346
0.08,0.46429,PR,53.033,34.4546,25.0301,18.8238,14.2967,6.3323
0.08,0.4744,PR,54.0126,34.6827,25.098,18.8539,14.3153,6.3399
0.08,0.48452,PR,55.209,34.9976,25.2158,18.9188,14.3596,6.3587
0.08,0.49464,PR,56.6675,35.4153,25.3919,19.024,14.4338,6.3906
0.08,0.50476,PR,58.4459,35.9559,25.6364,19.1761,14.5427,6.4377
0.08,0.51488,PR,60.616,36.6431,25.9609,19.3827,14.6918,6.5023
0.08,0.525,PR,63.2604,37.5022,26.3766,19.6506,14.8859,6.5866
0.08,0.53512,PR,66.435,38.5421,26.8825,19.9776,15.1229,6.6896
0.08,0.54524,PR,69.9427,39.6561,27.4056,20.3096,15.3623,6.7933
0.08,0.55536,PR,73.039,40.5095,27.7398,20.4998,15.494,6.8495
0.08,0.56548,PR,75.4107,40.9867,27.8232,20.5065,15.4875,6.8448
