cart_dose,sp_value,response,t9,t12,t15,t18,t21,t_final_30
0.25,0.37321,PR,40.3324,28.6501,21.4033,16.2245,12.3505,5.4764
0.25,0.38333,PR,39.7921,28.1649,21.0193,15.9292,12.125,5.3765
0.25,0.39345,PR,39.2559,27.682,20.6368,15.635,11.9004,5.277
0.25,0.40357,PR,38.7237,27.2014,20.2558,15.342,11.6766,5.1778
0.25,0.41369,PR,38.1956,26.723,19.8764,15.0501,11.4537,5.079
0.25,0.42381,PR,37.6716,26.247,19.4986,14.7593,11.2317,4.9806
0.25,0.43393,PR,37.1517,25.7734,19.1225,14.4698,11.0105,4.8826
0.25,0.44405,PR,36.6361,25.3021,18.7479,14.1814,10.7902,4.785
0.25,0.45417,PR,36.1247,24.8332,18.3749,13.8942,10.5708,4.6877
0.25,0.46429,PR,35.6175,24.3667,18.0036,13.6082,10.3523,4.5908
0.25,0.4744,PR,35.1146,23.9026,17.634,13.3235,10.1348,4.4944
0.25,0.48452,PR,34.6161,23.441,17.266,13.0399,9.91807,4.3983
0.25,0.49464,PR,34.1219,22.9818,16.8997,12.7576,9.70231,4.3026
0.25,0.50476,PR,33.6321,22.5251,16.535,12.4765,9.48747,4.2073
0.25,0.51488,PR,33.1468,22.0709,16.1721,12.1966,9.27355,4.1124
0.25,0.525,PR,32.6659,21.6191,15.8108,11.918,9.06057,4.0179
0.25,0.53512,PR,32.1895,21.1699,15.4513,11.6406,8.84851,3.9238
0.25,0.54524,PR,31.7176,20.7232,15.0935,11.3644,8.63739,3.8302
0.25,0.55536,PR,31.2504,20.279,14.7373,11.0896,8.42721,3.7369
0.25,0.56548,PR,30.7877,19.8374,14.3829,10.8159,8.21796,3.644
0.25,0.5756,PR,30.3296,19.3983,14.0302,10.5436,8.00965,3.5516
0.25,0.58571,PR,29.8763,18.9618,13.6793,10.2724,7.80228,3.4595
0.25,0.59583,PR,29.4276,18.5278,13.33,10.0026,7.59585,3.3679
0.25,0.60595,PR,28.9837,18.0964,12.9825,9.73394,7.39034,3.2766
0.25,0.61607,PR,28.5446,17.6675,12.6366,9.46656,7.18578,3.1858
0.25,0.62619,PR,28.1103,17.2412,12.2925,9.20042,6.98213,3.0954
0.25,0.63631,PR,27.6808,16.8175,11.9501,8.93552,6.77942,3.0053
0.25,0.64643,PR,27.2562,16.3963,11.6094,8.67185,6.57762,2.9157
0.25,0.65655,PR,26.8366,15.9776,11.2703,8.4094,6.37673,2.8265
0.25,0.66667,PR,26.4218,15.5616,10.933,8.14816,6.17675,2.7376
0.25,0.67679,PR,26.0121,15.148,10.5973,7.88813,5.97767,2.6492
0.25,0.6869,PR,25.6073,14.737,10.2632,7.62929,5.77947,2.5611
0.25,0.69702,PR,25.2076,14.3285,9.9308,7.37163,5.58216,2.4734
0.25,0.70714,PR,24.8131,13.9226,9.60002,7.11514,5.38572,2.3861
0.25,0.71726,PR,24.4236,13.5192,9.27085,6.85981,5.19015,2.2992
0.25,0.72738,PR,24.0392,13.1182,8.94327,6.60561,4.99542,2.2126
0.25,0.7375,PR,23.6601,12.7198,8.61726,6.35255,4.80153,2.1264
0.25,0.74762,PR,23.2862,12.3238,8.29281,6.10059,4.60846,2.0405
0.25,0.75774,R,22.9176,11.9302,7.96989,5.84972,4.4162,1.955
0.25,0.76786,R,22.5542,11.5392,7.64849,5.59993,4.22474,1.8699
0.25,0.77798,R,22.1963,11.1505,7.32858,5.35119,4.03407,1.7851
0.25,0.7881,R,21.8437,10.7642,7.01013,5.10348,3.84415,1.7006
0.25,0.79821,R,21.4966,10.3803,6.69313,4.85679,3.65499,1.6164
0.25,0.80833,R,21.1549,9.99884,6.37754,4.61109,3.46656,1.5326
0.25,0.81845,R,20.8188,9.61968,6.06334,4.36636,3.27884,1.449
0.25,0.82857,R,20.4883,9.24284,5.7505,4.12257,3.09182,1.3658
0.25,0.83869,R,20.1634,8.86832,5.43899,3.8797,2.90548,1.2828
0.25,0.84881,R,19.8442,8.49608,5.12879,3.63773,2.71979,1.2002
0.25,0.85893,R,19.5308,8.1261,4.81987,3.39662,2.53474,1.1178
0.25,0.86905,R,19.2232,7.75838,4.51218,3.15636,2.35031,1.0356
0.25,0.87917,R,18.9215,7.39287,4.20571,2.91692,2.16648,0.95377
0.25,0.88929,R,18.6258,7.02957,3.90042,2.67827,1.98321,0.87214
0.25,0.8994,R,18.3361,6.66844,3.59628,2.44037,1.8005,0.79074
0.25,0.90952,R,18.0525,6.30946,3.29324,2.20321,1.61831,0.70957
0.25,0.91964,R,17.7752,5.95262,2.99128,1.96673,1.43663,0.62861
0.25,0.92976,R,17.5041,5.59787,2.69034,1.73092,1.25541,0.54784
0.25,0.93988,R,17.2394,5.24516,2.39036,1.49571,1.07462,0.46726
0.25,0.95,R,16.9809,4.8944,2.09127,1.26104,0.894212,0.38683
0.26,0.1,PR,56.2112,42.4143,32.2059,24.5089,18.6687,8.2714
0.26,0.11012,PR,55.5689,41.8764,31.7873,24.1887,18.4247,8.1637
0.26,0.12024,PR,54.9307,41.3403,31.3698,23.8692,18.1813,8.0561
0.26,0.13036,PR,54.2964,40.806,30.9534,23.5507,17.9386,7.9489
0.26,0.14048,PR,53.6659,40.2736,30.5383,23.2329,17.6964,7.8418
0.26,0.1506,PR,53.0393,39.743,30.1243,22.916,17.4549,7.7351
0.26,0.16071,PR,52.4164,39.2143,29.7115,22.5999,17.214,7.6286
0.26,0.17083,PR,51.7974,38.6874,29.2998,22.2847,16.9737,7.5224
0.26,0.18095,PR,51.182,38.1625,28.8894,21.9703,16.7341,7.4164
0.26,0.19107,PR,50.5704,37.6394,28.4802,21.6568,16.4951,7.3107
0.26,0.20119,PR,49.9624,37.1181,28.0723,21.3442,16.2568,7.2053
0.26,0.21131,PR,49.3582,36.5988,27.6656,21.0325,16.0191,7.1002
0.26,0.22143,PR,48.7576,36.0814,27.2601,20.7217,15.7821,6.9954
0.26,0.23155,PR,48.1608,35.566,26.8559,20.4118,15.5457,6.8908
0.26,0.24167,PR,47.5676,35.0524,26.453,20.1028,15.3101,6.7866
0.26,0.25179,PR,46.9781,34.5408,26.0513,19.7948,15.0752,6.6827
0.26,0.2619,PR,46.3923,34.0312,25.651,19.4877,14.8409,6.579
0.26,0.27202,PR,45.8101,33.5236,25.252,19.1815,14.6074,6.4757
0.26,0.28214,PR,45.2317,33.018,24.8543,18.8764,14.3746,6.3726
0.26,0.29226,PR,44.657,32.5144,24.458,18.5722,14.1425,6.2699
0.26,0.30238,PR,44.0861,32.0128,24.0631,18.269,13.9111,6.1675
0.26,0.3125,PR,43.5189,31.5133,23.6696,17.9668,13.6806,6.0654
0.26,0.32262,PR,42.9555,31.0159,23.2774,17.6656,13.4507,5.9637
0.26,0.33274,PR,42.3959,30.5205,22.8867,17.3655,13.2217,5.8623
0.26,0.34286,PR,41.8401,30.0273,22.4974,17.0664,12.9934,5.7611
0.26,0.35298,PR,41.2881,29.5363,22.1095,16.7684,12.7659,5.6604
0.26,0.3631,PR,40.74,29.0474,21.7231,16.4714,12.5392,5.56
0.26,0.37321,PR,40.1958,28.5607,21.3383,16.1756,12.3134,5.46
0.26,0.38333,PR,39.6555,28.0762,20.9549,15.8808,12.0883,5.3603
0.26,0.39345,PR,39.1192,27.5939,20.573,15.5871,11.8641,5.2609
0.26,0.40357,PR,38.5869,27.1139,20.1927,15.2946,11.6407,5.1619
0.26,0.41369,PR,38.0585,26.6362,19.8139,15.0032,11.4182,5.0633
0.26,0.42381,PR,37.5342,26.1607,19.4367,14.7129,11.1965,4.9651
0.26,0.43393,PR,37.014,25.6876,19.0611,14.4238,10.9757,4.8672
0.26,0.44405,PR,36.4979,25.2168,18.687,14.1359,10.7557,4.7697
0.26,0.45417,PR,35.9859,24.7484,18.3146,13.8492,10.5367,4.6726
0.26,0.46429,PR,35.4781,24.2823,17.9438,13.5636,10.3185,4.5759
0.26,0.4744,PR,34.9745,23.8186,17.5747,13.2792,10.1013,4.4796
0.26,0.48452,PR,34.4752,23.3574,17.2071,12.9961,9.8849,4.3836
0.26,0.49464,PR,33.98,22.8985,16.8413,12.7141,9.66944,4.2881
0.26,0.50476,PR,33.4893,22.4421,16.4771,12.4334,9.45491,4.1929
0.26,0.51488,PR,33.0028,21.9882,16.1146,12.1539,9.24129,4.0982
0.26,0.525,PR,32.5207,21.5367,15.7538,11.8757,9.0286,4.0038
0.26,0.53512,PR,32.043,21.0877,15.3947,11.5987,8.81684,3.9099
0.26,0.54524,PR,31.5698,20.6412,15.0373,11.3229,8.60601,3.8163
0.26,0.55536,PR,31.101,20.1973,14.6816,11.0484,8.39612,3.7232
0.26,0.56548,PR,30.6367,19.7558,14.3276,10.7751,8.18716,3.6304
0.26,0.5756,PR,30.1769,19.3168,13.9753,10.5031,7.97914,3.5381
0.26,0.58571,PR,29.7217,18.8804,13.6247,10.2324,7.77206,3.4462
0.26,0.59583,PR,29.2711,18.4465,13.2758,9.96287,7.56592,3.3547
0.26,0.60595,PR,28.8251,18.0152,12.9287,9.69461,7.36071,3.2636
0.26,0.61607,PR,28.3837,17.5864,12.5833,9.42761,7.15644,3.1729
0.26,0.62619,PR,27.9471,17.1601,12.2395,9.16185,6.9531,3.0826
0.26,0.63631,PR,27.5151,16.7364,11.8975,8.89733,6.75069,2.9927
0.26,0.64643,PR,27.0879,16.3152,11.5572,8.63405,6.5492,2.9032
0.26,0.65655,PR,26.6655,15.8965,11.2186,8.372,6.34864,2.8141
0.26,0.66667,PR,26.2478,15.4804,10.8816,8.11118,6.14899,2.7254
0.26,0.67679,PR,25.835,15.0669,10.5464,7.85157,5.95025,2.6371
0.26,0.6869,PR,25.4271,14.6558,10.2128,7.59316,5.75241,2.5492
0.26,0.69702,PR,25.024,14.2473,9.88081,7.33596,5.55546,2.4616
0.26,0.70714,PR,24.6258,13.8412,9.5505,7.07994,5.3594,2.3745
0.26,0.71726,PR,24.2326,13.4377,9.22183,6.8251,5.16422,2.2877
0.26,0.72738,PR,23.8444,13.0367,8.89476,6.57141,4.96991,2.2014
0.26,0.7375,PR,23.4612,12.6381,8.56929,6.31888,4.77645,2.1154
0.26,0.74762,PR,23.083,12.242,8.2454,6.06748,4.58383,2.0297
0.26,0.75774,R,22.7098,11.8484,7.92308,5.8172,4.39205,1.9444
0.26,0.76786,R,22.3418,11.4572,7.60229,5.56802,4.20109,1.8595
0.26,0.77798,R,21.9789,11.0684,7.28303,5.31993,4.01093,1.7749
0.26,0.7881,R,21.6212,10.682,6.96527,5.0729,3.82157,1.6907
0.26,0.79821,R,21.2687,10.298,6.64898,4.82692,3.63298,1.6068
0.26,0.80833,R,20.9214,9.91639,6.33416,4.58198,3.44516,1.5232
0.26,0.81845,R,20.5794,9.53712,6.02076,4.33804,3.25809,1.4399
0.26,0.82857,R,20.2427,9.16018,5.70878,4.09509,3.07175,1.357
0.26,0.83869,R,19.9113,8.78555,5.39818,3.85311,2.88612,1.2744
0.26,0.84881,R,19.5854,8.41321,5.08893,3.61208,2.70119,1.1921
0.26,0.85893,R,19.265,8.04316,4.78102,3.37196,2.51695,1.11
0.26,0.86905,R,18.95,7.67535,4.47441,3.13275,2.33336,1.0283
0.26,0.87917,R,18.6406,7.30979,4.16908,2.89442,2.15042,0.94681
0.26,0.88929,R,18.3369,6.94644,3.86499,2.65694,1.9681,0.8656
0.26,0.8994,R,18.0388,6.58529,3.56213,2.42029,1.78639,0.78466
0.26,0.90952,R,17.7465,6.2263,3.26045,2.18444,1.60526,0.70397
0.26,0.91964,R,17.46,5.86947,2.95993,1.94936,1.4247,0.62352
0.26,0.92976,R,17.1793,5.51476,2.66053,1.71502,1.24467,0.54329
0.26,0.93988,R,16.9045,5.16211,2.36218,1.48138,1.06514,0.46328
0.26,0.95,R,16.6356,4.81146,2.06483,1.24837,0.886074,0.38346
0.27,0.1,PR,56.0573,42.2991,32.1188,24.4427,18.6184,8.2492
0.27,0.11012,PR,55.4166,41.7626,31.7013,24.1234,18.3751,8.1418
0.27,0.12024,PR,54.7798,41.2279,31.2849,23.8049,18.1324,8.0345
0.27,0.13036,PR,54.1468,40.695,30.8697,23.4871,17.8903,7.9275
0.27,0.14048,PR,53.5178,40.1639,30.4556,23.1702,17.6488,7.8208
0.27,0.1506,PR,52.8925,39.6347,30.0428,22.8542,17.4079,7.7143
0.27,0.16071,PR,52.2709,39.1074,29.631,22.5389,17.1676,7.6081
0.27,0.17083,PR,51.6531,38.5818,29.2205,22.2245,16.928,7.5022
0.27,0.18095,PR,51.0389,38.0581,28.8111,21.911,16.689,7.3965
0.27,0.19107,PR,50.4285,37.5363,28.403,21.5983,16.4506,7.2911
0.27,0.20119,PR,49.8216,37.0163,27.996,21.2865,16.2129,7.1859
0.27,0.21131,PR,49.2185,36.4982,27.5903,20.9755,15.9758,7.0811
0.27,0.22143,PR,48.6189,35.982,27.1858,20.6655,15.7393,6.9765
0.27,0.23155,PR,48.0231,35.4677,26.7826,20.3563,15.5036,6.8722
0.27,0.24167,PR,47.4308,34.9553,26.3806,20.0481,15.2685,6.7682
0.27,0.25179,PR,46.8422,34.4449,25.9799,19.7408,15.0341,6.6645
0.27,0.2619,PR,46.2572,33.9363,25.5805,19.4344,14.8004,6.5611
0.27,0.27202,PR,45.6758,33.4298,25.1824,19.1289,14.5674,6.458
0.27,0.28214,PR,45.0982,32.9252,24.7856,18.8244,14.3351,6.3552
0.27,0.29226,PR,44.5242,32.4226,24.3901,18.5209,14.1036,6.2527
0.27,0.30238,PR,43.9538,31.922,23.996,18.2184,13.8727,6.1505
0.27,0.3125,PR,43.3872,31.4234,23.6033,17.9168,13.6426,6.0487
0.27,0.32262,PR,42.8243,30.9269,23.212,17.6163,13.4133,5.9471
0.27,0.33274,PR,42.2651,30.4325,22.822,17.3168,13.1847,5.8459
0.27,0.34286,PR,41.7097,29.9401,22.4335,17.0183,12.9569,5.745
0.27,0.35298,PR,41.1581,29.4499,22.0464,16.7209,12.7298,5.6445
0.27,0.3631,PR,40.6103,28.9618,21.6607,16.4245,12.5036,5.5443
0.27,0.37321,PR,40.0663,28.4759,21.2765,16.1292,12.2782,5.4444
0.27,0.38333,PR,39.5262,27.9921,20.8938,15.8349,12.0535,5.3449
0.27,0.39345,PR,38.9899,27.5105,20.5126,15.5418,11.8297,5.2457
0.27,0.40357,PR,38.4576,27.0312,20.133,15.2498,11.6067,5.1469
0.27,0.41369,PR,37.9292,26.5541,19.7548,14.9589,11.3846,5.0485
0.27,0.42381,PR,37.4048,26.0793,19.3782,14.6692,11.1633,4.9504
0.27,0.43393,PR,36.8844,25.6068,19.0032,14.3805,10.9429,4.8527
0.27,0.44405,PR,36.368,25.1366,18.6298,14.0931,10.7233,4.7554
0.27,0.45417,PR,35.8557,24.6687,18.2579,13.8068,10.5046,4.6584
0.27,0.46429,PR,35.3475,24.2031,17.8877,13.5217,10.2868,4.5619
0.27,0.4744,PR,34.8434,23.7399,17.5191,13.2378,10.0699,4.4657
0.27,0.48452,PR,34.3434,23.2791,17.1521,12.9551,9.85385,4.3699
0.27,0.49464,PR,33.8477,22.8207,16.7868,12.6736,9.63874,4.2745
0.27,0.50476,PR,33.3562,22.3648,16.4231,12.3933,9.42453,4.1795
0.27,0.51488,PR,32.8689,21.9112,16.0611,12.1142,9.21124,4.0849
0.27,0.525,PR,32.3859,21.4601,15.7008,11.8364,8.99888,3.9907
0.27,0.53512,PR,31.9072,21.0115,15.3421,11.5598,8.78744,3.8969
0.27,0.54524,PR,31.4329,20.5653,14.9852,11.2844,8.57693,3.8035
0.27,0.55536,PR,30.9629,20.1216,14.63,11.0103,8.36735,3.7105
0.27,0.56548,PR,30.4973,19.6804,14.2764,10.7375,8.1587,3.6179
0.27,0.5756,PR,30.0362,19.2417,13.9246,10.4658,7.951,3.5257
0.27,0.58571,PR,29.5796,18.8055,13.5745,10.1955,7.74423,3.4339
0.27,0.59583,PR,29.1274,18.3719,13.226,9.92638,7.5384,3.3425
0.27,0.60595,PR,28.6797,17.9407,12.8794,9.65852,7.33351,3.2515
0.27,0.61607,PR,28.2366,17.5121,12.5344,9.39192,7.12956,3.161
0.27,0.62619,PR,27.7981,17.086,12.1911,9.12657,6.92654,3.0708
0.27,0.63631,PR,27.3641,16.6624,11.8495,8.86246,6.72445,2.9811
0.27,0.64643,PR,26.9348,16.2413,11.5097,8.5996,6.5233,2.8917
0.27,0.65655,PR,26.5101,15.8228,11.1715,8.33797,6.32307,2.8028
0.27,0.66667,PR,26.0901,15.4068,10.835,8.07758,6.12377,2.7143
0.27,0.67679,PR,25.6748,14.9933,10.5002,7.81841,5.92538,2.6261
0.27,0.6869,PR,25.2643,14.5824,10.1671,7.56046,5.7279,2.5384
0.27,0.69702,PR,24.8584,14.1739,9.83565,7.30372,5.53133,2.451
0.27,0.70714,PR,24.4574,13.768,9.50585,7.04819,5.33566,2.364
0.27,0.71726,PR,24.0612,13.3645,9.1777,6.79384,5.14087,2.2775
0.27,0.72738,PR,23.6697,12.9635,8.85117,6.54067,4.94697,2.1913
0.27,0.7375,PR,23.2832,12.565,8.52626,6.28867,4.75393,2.1054
0.27,0.74762,PR,22.9015,12.1689,8.20295,6.03782,4.56176,2.02
0.27,0.75774,R,22.5247,11.7753,7.88122,5.78811,4.37044,1.9349
0.27,0.76786,R,22.1528,11.3841,7.56106,5.53953,4.17996,1.8502
0.27,0.77798,R,21.7859,10.9954,7.24245,5.29206,3.9903,1.7658
0.27,0.7881,R,21.424,10.609,6.92537,5.04569,3.80147,1.6818
0.27,0.79821,R,21.067,10.2251,6.6098,4.80039,3.61343,1.5982
0.27,0.80833,R,20.7152,9.84346,6.29572,4.55616,3.42618,1.5149
0.27,0.81845,R,20.3683,9.46422,5.9831,4.31297,3.23971,1.4319
0.27,0.82857,R,20.0266,9.08731,5.67194,4.07081,3.054,1.3492
0.27,0.83869,R,19.6901,8.71273,5.3622,3.82965,2.86904,1.2669
0.27,0.84881,R,19.3587,8.34045,5.05386,3.58948,2.6848,1.1849
0.27,0.85893,R,19.0325,7.97045,4.74689,3.35028,2.50129,1.1032
0.27,0.86905,R,18.7115,7.60272,4.44129,3.11203,2.31847,1.0218
0.27,0.87917,R,18.3959,7.23724,4.13701,2.8747,2.13634,0.9407
0.27,0.88929,R,18.0856,6.87399,3.83404,2.63828,1.95487,0.85989
0.27,0.8994,R,17.7807,6.51296,3.53236,2.40275,1.77406,0.77935
0.27,0.90952,R,17.4813,6.15412,3.23192,2.16808,1.59388,0.69908
0.27,0.91964,R,17.1873,5.79744,2.93271,1.93424,1.41431,0.61908
0.27,0.92976,R,16.8989,5.44291,2.63469,1.70121,1.23534,0.53933
0.27,0.93988,R,16.616,5.09048,2.33782,1.46896,1.05692,0.45982
0.27,0.95,R,16.3387,4.74008,2.04201,1.23741,0.879025,0.38053
0.28,0.1,PR,55.9091,42.188,32.0348,24.379,18.5699,8.2278
0.28,0.11012,PR,55.2698,41.6529,31.6184,24.0605,18.3273,8.1206
0.28,0.12024,PR,54.6344,41.1196,31.2032,23.7428,18.0852,8.0137
0.28,0.13036,PR,54.0028,40.5881,30.789,23.4259,17.8438,7.907
0.28,0.14048,PR,53.3751,40.0584,30.3761,23.1099,17.6029,7.8005
0.28,0.1506,PR,52.7511,39.5305,29.9643,22.7946,17.3626,7.6943
0.28,0.16071,PR,52.1308,39.0044,29.5536,22.4802,17.123,7.5884
0.28,0.17083,PR,51.5142,38.4802,29.1441,22.1666,16.884,7.4827
0.28,0.18095,PR,50.9013,37.9578,28.7358,21.8538,16.6456,7.3773
0.28,0.19107,PR,50.2919,37.4372,28.3286,21.5419,16.4078,7.2722
0.28,0.20119,PR,49.6862,36.9184,27.9227,21.2309,16.1706,7.1673
0.28,0.21131,PR,49.0842,36.4015,27.5179,20.9207,15.9341,7.0627
0.28,0.22143,PR,48.4857,35.8865,27.1144,20.6114,15.6983,6.9584
0.28,0.23155,PR,47.8908,35.3734,26.7121,20.303,15.4631,6.8543
0.28,0.24167,PR,47.2994,34.8621,26.3111,19.9955,15.2285,6.7506
0.28,0.25179,PR,46.7117,34.3527,25.9113,19.6889,14.9947,6.6471
0.28,0.2619,PR,46.1276,33.8453,25.5128,19.3832,14.7615,6.5439
0.28,0.27202,PR,45.5471,33.3398,25.1156,19.0785,14.5291,6.4411
0.28,0.28214,PR,44.9702,32.8362,24.7197,18.7747,14.2973,6.3385
0.28,0.29226,PR,44.3969,32.3346,24.3251,18.4718,14.0663,6.2362
0.28,0.30238,PR,43.8273,31.835,23.9318,18.1699,13.8359,6.1342
0.28,0.3125,PR,43.2613,31.3374,23.5399,17.869,13.6063,6.0326
0.28,0.32262,PR,42.699,30.8419,23.1494,17.5691,13.3775,5.9313
0.28,0.33274,PR,42.1403,30.3483,22.7602,17.2702,13.1494,5.8303
0.28,0.34286,PR,41.5854,29.8569,22.3725,16.9724,12.922,5.7296
0.28,0.35298,PR,41.0342,29.3675,21.9861,16.6755,12.6954,5.6293
0.28,0.3631,PR,40.4868,28.8802,21.6012,16.3797,12.4696,5.5292
0.28,0.37321,PR,39.9431,28.3951,21.2178,16.085,12.2446,5.4296
0.28,0.38333,PR,39.4032,27.9121,20.8358,15.7913,12.0204,5.3303
0.28,0.39345,PR,38.8672,27.4313,20.4553,15.4988,11.797,5.2313
0.28,0.40357,PR,38.335,26.9527,20.0763,15.2073,11.5745,5.1327
0.28,0.41369,PR,37.8067,26.4764,19.6988,14.9169,11.3527,5.0344
0.28,0.42381,PR,37.2823,26.0022,19.3229,14.6277,11.1318,4.9365
0.28,0.43393,PR,36.7618,25.5304,18.9485,14.3396,10.9118,4.839
0.28,0.44405,PR,36.2453,25.0608,18.5757,14.0526,10.6926,4.7418
0.28,0.45417,PR,35.7329,24.5935,18.2044,13.7668,10.4743,4.645
0.28,0.46429,PR,35.2244,24.1285,17.8348,13.4822,10.2569,4.5486
0.28,0.4744,PR,34.72,23.6659,17.4668,13.1988,10.0403,4.4526
0.28,0.48452,PR,34.2197,23.2056,17.1004,12.9165,9.82466,4.357
0.28,0.49464,PR,33.7235,22.7477,16.7356,12.6355,9.60991,4.2618
0.28,0.50476,PR,33.2315,22.2922,16.3725,12.3557,9.39605,4.1669
0.28,0.51488,PR,32.7436,21.8392,16.011,12.077,9.18311,4.0724
0.28,0.525,PR,32.26,21.3885,15.6512,11.7996,8.97109,3.9784
0.28,0.53512,PR,31.7806,20.9403,15.2931,11.5235,8.75998,3.8847
0.28,0.54524,PR,31.3054,20.4945,14.9367,11.2486,8.54981,3.7915
0.28,0.55536,PR,30.8346,20.0512,14.5819,10.9749,8.34056,3.6986
0.28,0.56548,PR,30.368,19.6104,14.2289,10.7024,8.13225,3.6062
0.28,0.5756,PR,29.9059,19.172,13.8775,10.4312,7.92488,3.5141
0.28,0.58571,PR,29.448,18.7362,13.5279,10.1613,7.71844,3.4225
0.28,0.59583,PR,28.9946,18.3028,13.18,9.89261,7.51294,3.3313
0.28,0.60595,PR,28.5457,17.8719,12.8338,9.62518,7.30838,3.2405
0.28,0.61607,PR,28.1011,17.4436,12.4893,9.359,7.10476,3.15
0.28,0.62619,PR,27.6611,17.0177,12.1465,9.09407,6.90208,3.06
0.28,0.63631,PR,27.2255,16.5944,11.8054,8.8304,6.70033,2.9704
0.28,0.64643,PR,26.7945,16.1736,11.466,8.56796,6.49952,2.8812
0.28,0.65655,PR,26.368,15.7553,11.1283,8.30678,6.29964,2.7925
0.28,0.66667,PR,25.9461,15.3395,10.7924,8.04683,6.10069,2.7041
0.28,0.67679,PR,25.5288,14.9262,10.4581,7.78812,5.90266,2.6161
0.28,0.6869,PR,25.1161,14.5154,10.1255,7.53063,5.70555,2.5285
0.28,0.69702,PR,24.708,14.1072,9.79453,7.27437,5.50935,2.4413
0.28,0.70714,PR,24.3046,13.7014,9.46526,7.01931,5.31406,2.3545
0.28,0.71726,PR,23.9059,13.2981,9.13765,6.76546,5.11967,2.2681
0.28,0.72738,PR,23.5119,12.8972,8.81167,6.5128,4.92618,2.1821
0.28,0.7375,PR,23.1225,12.4989,8.48733,6.26132,4.73356,2.0965
0.28,0.74762,PR,22.738,12.103,8.16461,6.01102,4.54182,2.0112
0.28,0.75774,R,22.3582,11.7095,7.84349,5.76187,4.35095,1.9263
0.28,0.76786,R,21.9831,11.3184,7.52395,5.51387,4.16093,1.8418
0.28,0.77798,R,21.6129,10.9298,7.20598,5.26701,3.97176,1.7577
0.28,0.7881,R,21.2475,10.5436,6.88957,5.02126,3.78342,1.6739
0.28,0.79821,R,20.8869,10.1598,6.5747,4.77661,3.5959,1.5905
0.28,0.80833,R,20.5313,9.77832,6.26134,4.53305,3.40919,1.5074
0.28,0.81845,R,20.1805,9.39922,5.94948,4.29057,3.22329,1.4247
0.28,0.82857,R,19.8347,9.02247,5.6391,4.04914,3.03816,1.3423
0.28,0.83869,R,19.4938,8.64803,5.33018,3.80875,2.85382,1.2603
0.28,0.84881,R,19.1578,8.27592,5.02269,3.56939,2.67023,1.1785
0.28,0.85893,R,18.827,7.90609,4.71663,3.33103,2.48738,1.0972
0.28,0.86905,R,18.5011,7.53854,4.41196,3.09365,2.30527,1.0161
0.28,0.87917,R,18.1804,7.17325,4.10867,2.85725,2.12387,0.9353
0.28,0.88929,R,17.8647,6.8102,3.80673,2.6218,1.94318,0.85483
0.28,0.8994,R,17.5542,6.44939,3.50613,2.38728,1.76318,0.77466
0.28,0.90952,R,17.249,6.09079,3.20684,2.15367,1.58385,0.69478
0.28,0.91964,R,16.9489,5.73437,2.90882,1.92095,1.40518,0.61518
0.28,0.92976,R,16.6542,5.38012,2.61206,1.6891,1.22714,0.53586
0.28,0.93988,R,16.3647,5.02799,2.31651,1.45807,1.04971,0.45679
0.28,0.95,R,16.0805,4.67792,2.02211,1.22783,0.872854,0.37797
0.29,0.1,PR,55.7661,42.0809,31.9537,24.3174,18.5231,8.2072
0.29,0.11012,PR,55.1282,41.5471,31.5385,23.9998,18.2811,8.1003
0.29,0.12024,PR,54.4941,41.0151,31.1243,23.683,18.0397,7.9936
0.29,0.13036,PR,53.864,40.485,30.7113,23.3669,17.7989,7.8872
0.29,0.14048,PR,53.2375,39.9566,30.2993,23.0517,17.5586,7.781
0.29,0.1506,PR,52.6148,39.43,29.8886,22.7372,17.319,7.6751
0.29,0.16071,PR,51.9958,38.9052,29.4789,22.4236,17.0799,7.5694
0.29,0.17083,PR,51.3804,38.3822,29.0704,22.1108,16.8415,7.464
0.29,0.18095,PR,50.7686,37.861,28.6631,21.7988,16.6037,7.3588
0.29,0.19107,PR,50.1604,37.3417,28.257,21.4877,16.3665,7.2539
0.29,0.20119,PR,49.5558,36.8241,27.852,21.1774,16.1299,7.1493
0.29,0.21131,PR,48.9548,36.3084,27.4482,20.868,15.894,7.045
0.29,0.22143,PR,48.3574,35.7945,27.0457,20.5594,15.6587,6.9409
0.29,0.23155,PR,47.7635,35.2825,26.6444,20.2517,15.4241,6.8371
0.29,0.24167,PR,47.1731,34.7724,26.2442,19.9449,15.1901,6.7336
0.29,0.25179,PR,46.5864,34.2641,25.8454,19.639,14.9568,6.6304
0.29,0.2619,PR,46.0031,33.7578,25.4478,19.334,14.7242,6.5274
0.29,0.27202,PR,45.4235,33.2533,25.0515,19.03,14.4922,6.4248
0.29,0.28214,PR,44.8474,32.7508,24.6564,18.7269,14.261,6.3224
0.29,0.29226,PR,44.2748,32.2502,24.2627,18.4247,14.0304,6.2204
0.29,0.30238,PR,43.7059,31.7516,23.8703,18.1235,13.8006,6.1187
0.29,0.3125,PR,43.1406,31.255,23.4792,17.8232,13.5715,6.0172
0.29,0.32262,PR,42.5789,30.7604,23.0895,17.5239,13.3431,5.9161
0.29,0.33274,PR,42.0209,30.2678,22.7011,17.2257,13.1155,5.8153
0.29,0.34286,PR,41.4665,29.7772,22.3141,16.9284,12.8886,5.7148
